word,word_length,starts_with,ends_with,has_definition,definition_count,part_of_speech,definition,examples,synset_name
capitol,7,c,l,True,2,n,a building occupied by a state legislature,,capitol.n.01
capo,4,c,o,True,1,n,the head of a branch of an organized crime syndicate,,capo.n.01
capone,6,c,e,True,1,n,United States gangster who terrorized Chicago during prohibition until arrested for tax evasion (1899-1947),,capone.n.01
capote,6,c,e,True,2,n,a long overcoat with a hood that can be pulled over the head,,capote.n.01
capped,6,c,d,True,4,v,lie at the top of,Snow capped the mountains,cap.v.01
caps,4,c,s,True,11,n,a tight-fitting headdress,,cap.n.01
capstan,7,c,n,True,1,n,a windlass rotated in a horizontal plane around a vertical axis; used on ships for weighing anchor or raising heavy sails,,capstan.n.01
capsule,7,c,e,True,9,n,a small container,,capsule.n.01
captain,7,c,n,True,8,n,an officer holding a rank below a major but above a lieutenant,,captain.n.01
captive,7,c,e,True,5,n,a person who is confined; especially a prisoner of war,,prisoner.n.01
captors,7,c,s,True,1,n,a person who captures and holds people or animals,,captor.n.01
capture,7,c,e,True,11,n,the act of forcibly dispossessing an owner of property,,capture.n.01
car,3,c,r,True,5,n,a motor vehicle with four wheels; usually propelled by an internal combustion engine,he needs a car to get to work,car.n.01
carabao,7,c,o,True,1,n,water buffalo of the Philippines,,carabao.n.01
caracas,7,c,s,True,1,n,the capital and largest city of Venezuela,,caracas.n.01
caramel,7,c,l,True,4,n,firm chewy candy made from caramelized sugar and butter and milk,,caramel.n.01
caravan,7,c,n,True,3,n,a procession (of wagons or mules or camels) traveling together in single file,we were part of a caravan of almost a thousand camels; they joined the wagon train for safety,caravan.n.01
caraway,7,c,y,True,2,n,a Eurasian plant with small white flowers yielding caraway seed,,caraway.n.01
carbide,7,c,e,True,1,n,a binary compound of carbon with a more electropositive element,,carbide.n.01
carbine,7,c,e,True,1,n,light automatic rifle,,carbine.n.01
carbon,6,c,n,True,3,n,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds,,carbon.n.01
carbons,7,c,s,True,3,n,an abundant nonmetallic tetravalent element occurring in three allotropic forms: amorphous carbon and graphite and diamond; occurs in all organic compounds,,carbon.n.01
carcass,7,c,s,True,1,n,the dead body of an animal especially one slaughtered and dressed for food,,carcase.n.01
card,4,c,d,True,13,n,one of a set of small pieces of stiff paper marked in various ways and used for playing games or for telling fortunes,he collected cards and traded them with the other boys,card.n.01
cardiac,7,c,c,True,1,a,of or relating to the heart,cardiac arrest,cardiac.a.01
cards,5,c,s,True,14,n,a game played with playing cards,,card_game.n.01
care,4,c,e,True,11,n,the work of providing treatment for or attending to someone or something,no medical care was required; the old car needs constant attention,care.n.01
cared,5,c,d,True,5,v,feel concern or interest,I really care about my work; I don't care,care.v.01
career,6,c,r,True,3,n,the particular occupation for which you are trained,,career.n.01
careers,7,c,s,True,3,n,the particular occupation for which you are trained,,career.n.01
careful,7,c,l,True,5,a,exercising caution or showing care or attention,they were careful when crossing the busy street; be careful to keep her shoes clean; did very careful research; careful art restorers; careful of the rights of others; careful about one's behavior,careful.a.01
cares,5,c,s,True,11,n,the work of providing treatment for or attending to someone or something,no medical care was required; the old car needs constant attention,care.n.01
caress,6,c,s,True,2,n,a gentle affectionate stroking (or something resembling it),he showered her with caresses; soft music was a fond caress; the caresses of the breeze played over his face,caress.n.01
cargo,5,c,o,True,1,n,goods carried by a large vehicle,,cargo.n.01
caring,6,c,g,True,7,n,a loving feeling,,lovingness.n.01
carload,7,c,d,True,2,n,a gathering of passengers sufficient to fill an automobile,,carload.n.01
carmine,7,c,e,True,3,n,a variable color averaging a vivid red,,cardinal.n.03
carnal,6,c,l,True,2,s,marked by the appetites and passions of the body,animal instincts; carnal knowledge; fleshly desire; a sensual delight in eating; music is the only sensual pleasure without vice,animal.s.01
carob,5,c,b,True,3,n,long pod containing small beans and sweetish edible pulp; used as animal feed and source of a chocolate substitute,,carob.n.01
carol,5,c,l,True,3,n,joyful religious song celebrating the birth of Christ,,carol.n.01
caroli,6,c,i,True,1,n,king of the Franks and Holy Roman Emperor; conqueror of the Lombards and Saxons (742-814),,charlemagne.n.01
carols,6,c,s,True,3,n,joyful religious song celebrating the birth of Christ,,carol.n.01
carpet,6,c,t,True,5,n,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),,rug.n.01
carpets,7,c,s,True,5,n,floor covering consisting of a piece of thick heavy fabric (usually with nap or pile),,rug.n.01
carping,7,c,g,True,2,n,persistent petty and unjustified criticism,,faultfinding.n.01
carport,7,c,t,True,1,n,garage for one or two cars consisting of a flat roof supported on poles,,carport.n.01
carrel,6,c,l,True,2,n,French surgeon and biologist who developed a way to suture and graft blood vessels (1873-1944),,carrel.n.01
carried,7,c,d,True,40,v,"move while supporting, either in a vehicle or in one's hands or on one's body",You must carry your camping gear; carry the suitcases to the car; This train is carrying nuclear waste; These pipes carry waste water into the river,transport.v.02
carrier,7,c,r,True,11,n,someone whose employment involves carrying something,the bonds were transmitted by carrier,carrier.n.01
carries,7,c,s,True,41,n,the act of carrying something,,carry.n.01
carroll,7,c,l,True,1,n,English author; Charles Dodgson was an Oxford don of mathematics who is remembered for the children's stories he wrote under the pen name Lewis Carroll (1832-1898),,carroll.n.01
carrot,6,c,t,True,4,n,deep orange edible root of the cultivated carrot plant,,carrot.n.01
carrots,7,c,s,True,4,n,deep orange edible root of the cultivated carrot plant,,carrot.n.01
carry,5,c,y,True,41,n,the act of carrying something,,carry.n.01
cars,4,c,s,True,5,n,a motor vehicle with four wheels; usually propelled by an internal combustion engine,he needs a car to get to work,car.n.01
carson,6,c,n,True,2,n,United States biologist remembered for her opposition to the use of pesticides that were hazardous to wildlife (1907-1964),,carson.n.01
cart,4,c,t,True,4,n,a heavy open wagon usually having two wheels and drawn by an animal,,cart.n.01
carte,5,c,e,True,1,n,a list of dishes available at a restaurant,the menu was in French,menu.n.01
carted,6,c,d,True,2,v,draw slowly or heavily,haul stones; haul nets,haul.v.01
cartels,7,c,s,True,1,n,a consortium of independent organizations formed to limit competition by controlling the production and distribution of a product or service,they set up the trust in the hope of gaining a monopoly,trust.n.04
carter,6,c,r,True,3,n,Englishman and Egyptologist who in 1922 discovered and excavated the tomb of Tutankhamen (1873-1939),,carter.n.01
carters,7,c,s,True,3,n,Englishman and Egyptologist who in 1922 discovered and excavated the tomb of Tutankhamen (1873-1939),,carter.n.01
cartons,7,c,s,True,2,n,the quantity contained in a carton,,carton.n.01
cartoon,7,c,n,True,3,n,a humorous or satirical drawing published in a newspaper or magazine,,cartoon.n.01
carts,5,c,s,True,4,n,a heavy open wagon usually having two wheels and drawn by an animal,,cart.n.01
caruso,6,c,o,True,1,n,outstanding Italian operatic tenor (1873-1921),,caruso.n.01
carve,5,c,e,True,3,v,form by carving,Carve a flower from the ice,carve.v.01
carved,6,c,d,True,4,v,form by carving,Carve a flower from the ice,carve.v.01
carven,6,c,n,True,1,a,made for or formed by carving (`carven' is archaic or literary),the carved fretwork; an intricately carved door; stood as if carven from stone,carved.a.01
carver,6,c,r,True,4,n,United States botanist and agricultural chemist who developed many uses for peanuts and soy beans and sweet potatoes (1864-1943),,carver.n.01
carving,7,c,g,True,6,n,a sculpture created by removing material (as wood or ivory or stone) in order to create a desired shape,,carving.n.01
casals,6,c,s,True,1,n,an outstanding Spanish cellist noted for his interpretation of Bach's cello suites (1876-1973),,casals.n.01
casbah,6,c,h,True,1,n,an older or native quarter of many cities in northern Africa; the quarter in which the citadel is located,,kasbah.n.01
cascade,7,c,e,True,5,n,a small waterfall or series of small waterfalls,,cascade.n.01
case,4,c,e,True,22,n,an occurrence of something,it was a case of bad judgment; another instance occurred yesterday; but there is always the famous example of the Smiths,case.n.01
cased,5,c,d,True,4,v,"look over, usually with the intention to rob",They men cased the housed,case.v.01
casein,6,c,n,True,2,n,a milk protein used in making e.g. plastics and adhesives,,casein.n.01
cases,5,c,s,True,22,n,an occurrence of something,it was a case of bad judgment; another instance occurred yesterday; but there is always the famous example of the Smiths,case.n.01
cash,4,c,h,True,4,n,money in the form of bills or coins,there is a desperate shortage of hard cash,cash.n.01
cashed,6,c,d,True,2,v,exchange for cash,I cashed the check as soon as it arrived in the mail,cash.v.01
cashews,7,c,s,True,2,n,tropical American evergreen tree bearing kidney-shaped nuts that are edible only when roasted,,cashew.n.01
casino,6,c,o,True,2,n,a public building for gambling and entertainment,,casino.n.01
cask,4,c,k,True,2,n,the quantity a cask will hold,,cask.n.01
caskets,7,c,s,True,3,n,box in which a corpse is buried or cremated,,coffin.n.01
casks,5,c,s,True,2,n,the quantity a cask will hold,,cask.n.01
cassite,7,c,e,True,2,n,an ancient language spoken by the Kassites,,kassite.n.02
cassius,7,c,s,True,1,n,prime mover in the conspiracy against Julius Caesar (died in 42 BC),,cassius.n.01
cast,4,c,t,True,20,n,the actors in a play,,cast.n.01
caste,5,c,e,True,4,n,social status or position conferred by a system based on class,lose caste by doing work beneath one's station,caste.n.01
casters,7,c,s,True,3,n,a worker who casts molten metal into finished products,,caster.n.01
casting,7,c,g,True,15,n,object formed by a mold,,cast.n.06
castle,6,c,e,True,5,n,a large and stately mansion,,palace.n.01
castles,7,c,s,True,5,n,a large and stately mansion,,palace.n.01
castor,6,c,r,True,5,n,a multiple star with 6 components; second brightest in Gemini; close to Pollux,,castor.n.01
castro,6,c,o,True,1,n,Cuban socialist leader who overthrew a dictator in 1959 and established a Marxist socialist state in Cuba (born in 1927),,castro.n.01
castros,7,c,s,True,1,n,Cuban socialist leader who overthrew a dictator in 1959 and established a Marxist socialist state in Cuba (born in 1927),,castro.n.01
casts,5,c,s,True,20,n,the actors in a play,,cast.n.01
casual,6,c,l,True,9,s,marked by blithe unconcern,an ability to interest casual students; showed a casual disregard for cold weather; an utterly insouciant financial policy; an elegantly insouciant manner; drove his car with nonchalant abandon; was polite in a teasing nonchalant manner,casual.s.01
cat,3,c,t,True,10,n,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,,cat.n.01
catalog,7,c,g,True,4,n,a book or pamphlet containing an enumeration of things,he found it in the Sears catalog,catalog.n.01
catch,5,c,h,True,39,n,a drawback or difficulty that is not readily evident,it sounds good but what's the catch?,catch.n.01
catcher,7,c,r,True,2,n,(baseball) the person who plays the position of catcher,,catcher.n.01
catches,7,c,s,True,39,n,a drawback or difficulty that is not readily evident,it sounds good but what's the catch?,catch.n.01
catchy,6,c,y,True,2,s,having concealed difficulty,a catchy question; a tricky recipe to follow,catchy.s.01
cater,5,c,r,True,2,v,"give what is desired or needed, especially support, food or sustenance",The hostess provided lunch for all the guests,provide.v.02
catered,7,c,d,True,2,v,"give what is desired or needed, especially support, food or sustenance",The hostess provided lunch for all the guests,provide.v.02
catfish,7,c,h,True,3,n,flesh of scaleless food fish of the southern United States; often farmed,,catfish.n.01
cathode,7,c,e,True,2,n,a negatively charged electrode that is the source of electrons entering an electrical device,,cathode.n.01
catkin,6,c,n,True,1,n,a cylindrical spikelike inflorescence,,catkin.n.01
catkins,7,c,s,True,1,n,a cylindrical spikelike inflorescence,,catkin.n.01
cats,4,c,s,True,10,n,feline mammal usually having thick soft fur and no ability to roar: domestic cats; wildcats,,cat.n.01
catsup,6,c,p,True,1,n,thick spicy sauce made from tomatoes,,catsup.n.01
cattle,6,c,e,True,1,n,domesticated bovine animals as a group regardless of sex or age; ; ; - Bible,so many head of cattle; wait till the cows come home; seven thin and ill-favored kine; a team of oxen,cattle.n.01
